38545	66568
18106	60469
770	72883
42193	58409
43852	48475
5148	24266
44300	48190
24616	74149
2526	8999
20736	64866
20474	79355
17182	49920
14567	65901
1828	62436
11423	35887
29797	78232
8669	35872
68486	74016
4727	13460
26723	35903
10174	42262
57803	61711
31744	56086
30347	48554
41954	42524
31929	45009
13579	69029
534	68557
29352	58060
19193	80748
11508	33984
28302	42412
79920	80437
36368	59759
52637	76185
33486	62263
2256	65169
5615	37787
3047	68768
27694	58224
36055	36497
61696	81273
30884	66181
9359	63710
45375	77969
2277	71033
8298	30746
2632	38129
11836	62304
49068	66787
4213	29176
36483	80911
57214	80372
48482	73834
66077	73014
6162	49690
9548	53650
22505	58303
23197	74478
3487	63427
23823	58660
6629	31067
24308	32232
43988	63237
498	4520
42673	50084
22089	54413
7665	21063
17651	79975
15402	24269
44336	73761
27214	68980
39093	81068
24594	78568
18151	80393
12807	46491
25363	41068
9452	40189
21037	69983
42015	72043
39606	40674
7583	10184
1053	2632
46991	74979
10449	44736
31956	55649
13415	78290
42147	47829
43755	49149
9964	32645
35775	62050
20850	34175
16842	63863
30190	43074
10907	11095
6159	22157
12272	31626
8972	25499
16718	28199
28967	31079
5783	18658
50179	79295
10954	56789
10279	60453
5628	38413
49536	56579
59026	68971
1111	55006
42885	71551
6657	35926
14104	59282
21810	68921
42486	80044
42642	50382
2447	46707
60617	79431
64230	72135
14552	67559
46250	63367
14509	35035
78371	81096
25779	49733
14740	59975
26246	34553
2572	61540
5824	43179
47081	63538
8009	73720
58153	75911
8332	59919
14552	53299
11003	31604
33800	39415
47297	71822
14246	17182
41047	79860
45976	51576
15695	62468
11080	51334
28460	42039
25463	30137
13303	42340
20230	31271
21097	23144
4182	20879
1968	31330
16295	40370
8293	22100
17159	27646
23333	65658
15526	78875
17030	40794
6752	53367
33661	67558
20741	48074
49172	68418
22144	28243
12576	81016
32151	49064
43606	73680
52190	60413
18318	48455
1130	79439
15302	71327
14176	45489
39852	67684
52138	65518
15135	77610
6159	71089
50733	79756
57677	72556
12627	71878
14501	44070
18323	40516
15504	78018
24469	27586
25915	44198
502	48078
18796	52082
62302	68816
72555	79918
35661	50515
54932	63621
50356	76467
2494	22366
7493	47255
7606	47053
3997	80553
34263	77451
35898	59581
35964	75286
21651	77061
23838	40465
42372	45699
47636	62510
3773	54961
5469	9458
28375	52112
19819	41451
33432	68967
16234	22641
47610	68774
21635	72932
57010	57214
34858	38146
6236	32024
4093	48657
12264	63854
31384	47316
26961	30534
11176	16151
57332	65570
23077	74193
9525	24023
45123	68564
47674	72009
11697	70325
3605	46282
52838	75736
35069	68738
253	65518
12313	71228
3789	72779
57479	58051
7029	8698
6057	62132
47910	71100
19092	67103
3362	36126
6519	23063
29659	58800
40073	65534
36967	51682
51463	76116
52217	69085
3629	23894
21232	42827
30519	68106
1182	79362
25651	77989
31044	52726
57912	65918
29923	77827
21076	80323
80561	81255
1334	48941
10814	68579
4356	61262
36417	61362
9802	34840
7308	28447
12304	37184
20464	37045
8835	72787
17143	35436
10730	45623
22834	60469
45969	67118
48380	79110
11135	32966
4153	66251
7831	65008
54528	63220
45932	69511
50671	63071
35129	35911
39201	60338
4950	67748
30008	39075
21351	71173
65334	75890
57736	64638
23398	75660
23468	26999
16556	54025
6900	38267
23740	39627
2902	21274
1494	20303
32819	50395
6720	61293
63981	78319
32733	75820
28117	34149
50409	65029
27586	78919
68984	76583
42837	79932
55260	78371
7839	59724
1372	26242
74652	76815
9287	63088
1962	24571
51898	73649
52960	76004
24435	27392
52106	66646
24502	70378
64383	71615
61392	80205
2337	14846
14311	26560
5687	18076
46768	54211
1623	74786
5148	5699
21935	61084
5048	25294
22977	51142
45210	64817
35415	54145
39760	62936
20479	75242
11236	27808
14909	49308
59817	62752
44680	75053
71529	76993
14200	66663
4282	61345
27087	28724
46066	53777
49207	74345
56837	67924
20911	63986
6863	34756
9126	72849
26172	66188
31433	71846
48140	63048
6673	36732
15915	45215
61174	63972
40273	51286
37320	79026
55010	63748
59269	68040
32881	80339
35802	70081
66405	79563
20449	32368
66245	75757
6946	37057
16305	42018
18309	43097
469	58724
23848	80253
38057	69873
38102	64747
1812	29266
3685	65372
17495	54060
19072	36783
18356	19235
4104	56651
11525	14439
43525	64871
12119	61417
52005	77237
35718	56630
13094	68794
30953	33657
34949	41480
42316	80547
28421	75307
56642	57727
3840	80372
39497	73462
26676	73212
7318	80412
6721	16608
9973	52007
19139	62427
47413	70136
35306	43938
24953	67850
324	1438
2421	10511
1870	6207
48774	73896
12500	36085
36770	58792
12735	79312
2030	17543
52402	74578
35115	49682
7697	80155
22069	62604
21240	29589
21651	63742
34763	50413
28824	67657
2920	40921
30119	74345
31306	54377
77345	80707
24521	42529
55470	74021
47640	78343
41394	81154
60965	77329
1649	20509
19243	27612
44874	49810
35480	60408
50311	64714
38037	61995
17759	68284
11542	76130
58043	79700
26313	42049
12183	44732
14878	33667
19537	55998
30237	78954
24509	35125
43770	44255
55079	58480
19616	61961
69145	77276
35741	70224
53006	65649
54639	66329
2740	48821
63512	76004
18266	21151
68232	74962
1053	44504
16133	50101
58881	64893
4141	5984
70341	72969
42427	73108
28825	73649
1606	34950
30730	78832
17568	18259
4820	59682
48456	71168
15043	51806
855	2530
22981	31854
36482	48906
22492	48340
8363	21972
22042	78833
15389	29283
3805	11555
19644	72000
4364	10909
28631	70213
15602	77859
30569	80707
26585	50727
8526	50587
36625	74434
17436	63905
71476	77222
43774	49823
71183	76242
56196	76514
35723	54188
28586	37282
47403	73479
25352	58659
43097	74181
24791	76502
8709	61868
13412	23734
13681	47483
18654	71416
11679	70218
37284	68704
32714	57663
20622	78998
8978	16608
2421	65005
21232	67017
13680	14909
19557	36530
42129	58114
16287	52758
25806	74645
2622	65982
7663	18607
15923	75103
2243	68387
48572	79774
64208	69385
24962	35016
402	32814
38037	51223
34478	71169
8962	79747
8607	34297
2170	37575
2678	17098
30853	38178
14872	69173
20865	77855
25737	52365
51364	68070
1878	32557
21701	70992
9931	29239
18528	76869
828	34062
40026	54673
17469	30361
59295	72510
15579	50857
8756	43312
40957	55110
7817	76512
36788	44492
12936	73101
3092	64342
44050	74328
13229	62906
31997	60533
35450	53922
38218	70095
8085	32393
34168	44386
5628	10222
26171	73224
52462	73129
8110	8610
30583	75495
5628	63775
47846	74919
63564	68736
23496	57793
18458	74615
7519	36787
51878	69172
4728	34862
22854	40153
50072	63436
63498	80887
29234	49800
61829	77091
36275	71868
17845	61173
42113	49452
40876	71514
35840	44536
19854	28455
19285	53053
43071	60913
16875	18528
27148	49298
24293	49625
50457	76379
28481	79720
8768	63999
65451	79276
5572	66251
51098	67151
2026	50065
15300	31867
14909	19979
61144	65508
10262	41449
62294	77640
36603	68581
45264	59410
23839	74492
6162	29367
73723	78484
5828	80550
962	5865
9858	37778
4469	34592
